2026-08-27T10:13:19.969Z	тест	ОТКЛОНЕНО	В ответе нет обязательной строки. Последней строкой напиши: `НЕ НАЙДЕНО: <какой конкретно факт ты искал в материале и не
2026-08-27T10:13:19.991Z	тест	ОТКЛОНЕНО	Заявление «ничего не осталось невыясненным» ничего не называет. Обязанность требует назвать конкретный факт, которого в 
2026-08-27T10:13:20.012Z	тест	ОТКЛОНЕНО	Заявлено, что «статус проекта альфа» не найдено, но всё названное присутствует в прочитанном материале. Значит это найде
2026-08-27T10:13:20.034Z	тест	ПРИНЯТО	отсутствуют в материале: бюджет, ответственный
2026-08-27T16:36:30.238Z	svodchik-ПРОВЕРКА-1	svodchik	границаМатериала	ПРИНЯТО	отсутствуют в материале: бюджет
2026-08-28T10:59:38.659Z	ПРОВЕРКА-журнала нет	svodchik	границаМатериала	НЕ-СВЕРЕНО	журнал недоступен	СЛЕД-НЕ-ЛЁГ
2026-08-28T10:59:38.685Z	ПРОВЕРКА-журнал пуст	svodchik	границаМатериала	НЕ-СВЕРЕНО	журнал пуст: позиция не звала орудий
2026-08-28T11:03:08.286Z	vydelitel-call_5qgfrw58	vydelitel	цитатаИзМатериала	ОТКЛОНЕНО	Этих выдержек в материале нет дословно: «спуститься живым». Приведи то, что действительно есть в прочитанном, 
2026-08-28T11:04:12.604Z	vydelitel-call_5qgfrw58	vydelitel	цитатаИзМатериала	ОТКЛОНЕНО	В ответе нет ни одной выдержки из материала. Подтверди сказанное дословной цитатой в «кавычках» — не менее две
2026-08-28T11:06:00.059Z	vydelitel-call_5qgfrw58	vydelitel	цитатаИзМатериала	ПРИНЯТО	цитат подтверждено: 1
2026-08-28T11:25:13.084Z	ПРОВЕРКА-формы	vydelitel	цитатаИзМатериала	ПРИНЯТО	цитатаИзМатериала: цитат подтверждено: 1
2026-08-28T11:26:16.987Z	ПРОВЕРКА-опечатка в метке	vydelitel	цитатаИзМатериала+формаОтвета	ОТКЛОНЕНО	[формаОтвета] В ответе нет обязательных меток: ЦИТАТА. Каждая строка продукта начинается с метки и двоеточия, 
2026-08-28T11:26:17.013Z	ПРОВЕРКА-нет строки СОСЕД	vydelitel	цитатаИзМатериала+формаОтвета	ОТКЛОНЕНО	[формаОтвета] В ответе нет обязательных меток: СОСЕД. Каждая строка продукта начинается с метки и двоеточия, р
2026-08-28T11:26:17.038Z	ПРОВЕРКА-форма верна, цитата подделана	vydelitel	цитатаИзМатериала+формаОтвета	ОТКЛОНЕНО	[цитатаИзМатериала] Этих выдержек в материале нет дословно: «я думал совсем о другом деле». Приведи то, что де
2026-08-28T11:26:17.063Z	ПРОВЕРКА-всё верно	vydelitel	цитатаИзМатериала+формаОтвета	ПРИНЯТО	цитатаИзМатериала: цитат подтверждено: 1; формаОтвета: меток на месте: 6
2026-08-28T11:29:33.614Z	vydelitel-call_q98of2av	vydelitel	цитатаИзМатериала+формаОтвета	ОТКЛОНЕНО	[формаОтвета] В ответе нет обязательных меток: ЦИТАТА. Каждая строка продукта начинается с метки и двоеточия, 
2026-08-28T11:31:59.379Z	vydelitel-call_q98of2av	vydelitel	цитатаИзМатериала+формаОтвета	ПРИНЯТО	цитатаИзМатериала: цитат подтверждено: 1; формаОтвета: меток на месте: 6
2026-08-28T11:36:10.867Z	vydelitel-call_w7b05f25	vydelitel	цитатаИзМатериала+формаОтвета	ОТКЛОНЕНО	[цитатаИзМатериала] В ответе нет ни одной выдержки из материала. Подтверди сказанное дословной цитатой в «кавы
2026-08-28T11:38:20.416Z	vydelitel-call_w7b05f25	vydelitel	цитатаИзМатериала+формаОтвета	ОТКЛОНЕНО	[цитатаИзМатериала] Этих выдержек в материале нет дословно: «В ЗАТОРМОЖЕННОМ КИСЛОРОДНЫМ ГОЛОДАНИЯ СОСТОЯНИИ, 
2026-08-28T11:40:04.592Z	vydelitel-call_w7b05f25	vydelitel	цитатаИзМатериала+формаОтвета	ОТКЛОНЕНО	[цитатаИзМатериала] Этих выдержек в материале нет дословно: «ХАРРИС, В ЗАТОРМОЖЕННОМ КИСЛОРОДНЫМ ГОЛОДАНИЯ СОС
2026-08-28T11:42:05.788Z	vydelitel-call_w7b05f25	vydelitel	цитатаИзМатериала+формаОтвета	ОТКЛОНЕНО	[цитатаИзМатериала] Этих выдержек в материале нет дословно: «ОТКРЫЛ КЛАПАН НА ПОЛНУЮ МОЩНОСТЬ, И МОЙ БАЛЛОН МО
2026-08-28T11:44:14.659Z	vydelitel-call_w7b05f25	vydelitel	цитатаИзМатериала+формаОтвета	ОТКЛОНЕНО	[цитатаИзМатериала] Этих выдержек в материале нет дословно: «ОТКРЫЛ КЛАПАН НА ПОЛНУЮ МОЩНОСТЬ, И МОЙ БАЛЛОН МО
2026-08-28T11:45:29.296Z	vydelitel-call_w7b05f25	vydelitel	цитатаИзМатериала+формаОтвета	ПРИНЯТО	цитатаИзМатериала: цитат подтверждено: 1; формаОтвета: меток на месте: 6
2026-08-28T11:48:19.025Z	vydelitel-call_vz0z8ecr	vydelitel	цитатаИзМатериала+формаОтвета	ОТКЛОНЕНО	[формаОтвета] В ответе нет обязательных меток: ЦИТАТА. Каждая строка продукта начинается с метки и двоеточия, 
2026-08-28T11:49:10.792Z	vydelitel-call_vz0z8ecr	vydelitel	цитатаИзМатериала+формаОтвета	ПРИНЯТО	цитатаИзМатериала: цитат подтверждено: 1; формаОтвета: меток на месте: 6
2026-08-28T11:50:06.601Z	vydelitel-call_6z6fas2a	vydelitel	цитатаИзМатериала+формаОтвета	ОТКЛОНЕНО	[формаОтвета] В ответе нет обязательных меток: ЦИТАТА. Каждая строка продукта начинается с метки и двоеточия, 
2026-08-28T11:50:15.785Z	vydelitel-call_6z6fas2a	vydelitel	цитатаИзМатериала+формаОтвета	ПРИНЯТО	цитатаИзМатериала: цитат подтверждено: 1; формаОтвета: меток на месте: 6
2026-08-28T12:02:28.563Z	vydelitel-call_5vdr0cn7	vydelitel	цитатаИзМатериала+формаОтвета	ОТКЛОНЕНО	[цитатаИзМатериала] Этих выдержек в материале нет дословно: «ОКАЗАЛОСЬ, ВМЕСТО ТОГО ЧТОБЫ ОТКЛЮЧИТЬ МОЙ КИСЛОР
2026-08-28T12:03:42.545Z	vydelitel-call_5vdr0cn7	vydelitel	цитатаИзМатериала+формаОтвета	ОТКЛОНЕНО	[цитатаИзМатериала] Этих выдержек в материале нет дословно: «ОКАЗАЛОСЬ, ВМЕСТО ТОГО ЧТОБЫ ОТКЛЮЧИТЬ МОЙ КИСЛОР
2026-08-28T12:06:02.395Z	vydelitel-call_5vdr0cn7	vydelitel	цитатаИзМатериала+формаОтвета	ОТКЛОНЕНО	[цитатаИзМатериала] Этих выдержек в материале нет дословно: «ОТКРЫЛ КЛАПАН НА ПОЛНУЮ МОЩНОСТЬ, И МОЙ БАЛЛОН МО
2026-08-28T12:07:19.297Z	vydelitel-call_5vdr0cn7	vydelitel	цитатаИзМатериала+формаОтвета	ОТКЛОНЕНО	[формаОтвета] В ответе нет обязательных меток: ЦИТАТА. Каждая строка продукта начинается с метки и двоеточия, 
2026-08-28T12:08:56.445Z	vydelitel-call_5vdr0cn7	vydelitel	цитатаИзМатериала+формаОтвета	ОТКЛОНЕНО	[цитатаИзМатериала] Этих выдержек в материале нет дословно: «ОКАЗАЛОСЬ, ВМЕСТО ТОГО ЧТОБЫ ОТКЛЮЧИТЬ МОЙ КИСЛОР
2026-08-28T12:11:17.476Z	vydelitel-call_5vdr0cn7	vydelitel	цитатаИзМатериала+формаОтвета	ОТКЛОНЕНО	[цитатаИзМатериала] Этих выдержек в материале нет дословно: «ХАРРИС, В ЗАТОРМОЖЕННОМ КИСЛОРОДНОМ ГОЛОДАНИИ СОС
2026-08-28T12:12:04.370Z	vydelitel-call_5vdr0cn7	vydelitel	цитатаИзМатериала+формаОтвета	ОТКЛОНЕНО	[цитатаИзМатериала] Этих выдержек в материале нет дословно: «ХАРРИС, В ЗАТОРМОЖЕННОМ КИСЛОРОДНОМ ГОЛОДАНИИ СОС
2026-08-28T12:13:57.337Z	vydelitel-call_5vdr0cn7	vydelitel	цитатаИзМатериала+формаОтвета	ОТКЛОНЕНО	[цитатаИзМатериала] Этих выдержек в материале нет дословно: «ОТКРЫЛ КЛАПАН НА ПОЛНУЮ МОЩНОСТЬ, И МОЙ БАЛЛОН МО
2026-08-28T12:16:49.330Z	vydelitel-call_g8v8b111	vydelitel	цитатаИзМатериала+формаОтвета	ОТКЛОНЕНО	[цитатаИзМатериала] Этих выдержек в материале нет дословно: «различных данных, что они поднялись на пик, не су
2026-08-28T12:18:19.139Z	vydelitel-call_g8v8b111	vydelitel	цитатаИзМатериала+формаОтвета	ПРИНЯТО	цитатаИзМатериала: цитат подтверждено: 1; формаОтвета: меток на месте: 6
2026-08-28T12:18:59.905Z	vydelitel-call_y0u2liba	vydelitel	цитатаИзМатериала+формаОтвета	ОТКЛОНЕНО	[цитатаИзМатериала] Этих выдержек в материале нет дословно: «Чтобы регулярно получать спонсорскую поддержку ко
2026-08-28T12:20:33.414Z	vydelitel-call_y0u2liba	vydelitel	цитатаИзМатериала+формаОтвета	ОТКЛОНЕНО	[цитатаИзМатериала] В ответе нет ни одной выдержки из материала. Подтверди сказанное дословной цитатой в «кавы
2026-08-28T12:21:22.652Z	vydelitel-call_y0u2liba	vydelitel	цитатаИзМатериала+формаОтвета	ОТКЛОНЕНО	[цитатаИзМатериала] В ответе нет ни одной выдержки из материала. Подтверди сказанное дословной цитатой в «кавы
2026-08-28T12:21:48.151Z	vydelitel-call_y0u2liba	vydelitel	цитатаИзМатериала+формаОтвета	ОТКЛОНЕНО	[цитатаИзМатериала] В ответе нет ни одной выдержки из материала. Подтверди сказанное дословной цитатой в «кавы
2026-08-28T12:23:07.979Z	vydelitel-call_y0u2liba	vydelitel	цитатаИзМатериала+формаОтвета	ОТКЛОНЕНО	[цитатаИзМатериала] В ответе нет ни одной выдержки из материала. Подтверди сказанное дословной цитатой в «кавы
2026-08-28T12:23:35.448Z	vydelitel-call_y0u2liba	vydelitel	цитатаИзМатериала+формаОтвета	ОТКЛОНЕНО	[цитатаИзМатериала] В ответе нет ни одной выдержки из материала. Подтверди сказанное дословной цитатой в «кавы
2026-08-28T12:25:26.952Z	vydelitel-call_y0u2liba	vydelitel	цитатаИзМатериала+формаОтвета	ПРИНЯТО	цитатаИзМатериала: цитат подтверждено: 1; формаОтвета: меток на месте: 6
